"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol"
"ENSG00000180992.6",57778.155695102,0.652268131323605,0.223849739505461,2.91386593866325,0.00356983172369962,0.0124869638908902,"MRPL14"
"ENSG00000170899.10",214981.61272081,-0.104077419028404,0.230100343751065,-0.452313183595244,0.651043379752019,0.839427250052758,"GSTA4"
"ENSG00000112742.9",2792.90336654074,5.10475449385724,0.551609624025465,9.25428830738017,2.15662304417299e-20,1.95375828309474e-18,"TTK"
"ENSG00000112290.12",486180.374024057,-2.39915919126439,0.419056446010258,-5.72514565545106,1.03345035659454e-08,1.26876615633141e-07,"WASF1"
"ENSG00000277443.2",842641.449161598,1.05679622858747,0.222380295640619,4.75220264251883,2.01212559285005e-06,1.55626663494846e-05,"MARCKS"
"ENSG00000188191.14",1086730.05533892,-2.98459570034397,0.461292918619747,-6.47006615508926,9.79600199273079e-11,1.78734578594038e-09,"PRKAR1B"
"ENSG00000075624.13",8414042.21802196,1.18452421912686,0.222048490598146,5.33452948018712,9.57926246754903e-08,9.68380622715809e-07,"ACTB"
"ENSG00000105855.9",298714.688606033,1.43493101689786,0.464528776169704,3.08900350314066,0.002008290710014,0.00750174382118507,"ITGB8"
"ENSG00000146674.14",133532.027941243,4.44107464240098,0.678214130414965,6.54818949243024,5.82387945283483e-11,1.10754468763945e-09,"IGFBP3"
"ENSG00000105854.12",771692.388240905,1.59300966688634,0.412113028324519,3.86546786293765,0.000110876448570327,0.000566569488851515,"PON2"
"ENSG00000241468.7",287046.508481235,1.296886801122,0.21434288708304,6.05052408676179,1.44375373769154e-09,2.11471231510733e-08,"ATP5J2"
"ENSG00000161057.11",239139.337306584,0.912275265081675,0.115507452715487,7.89797752123189,2.83465253428672e-15,1.19228956595203e-13,"PSMC2"
"ENSG00000091129.19",897767.559556732,-0.12192817251851,0.312977083622845,-0.389575399921101,0.696850545723736,0.870319792795831,"NRCAM"
"ENSG00000105974.11",82804.6342995118,2.92349721241507,0.520182548423726,5.62013704856872,1.9080603938412e-08,2.21498003569494e-07,"CAV1"
"ENSG00000106565.17",120431.954896515,2.61286594761311,0.510773837572012,5.11550466255964,3.12903217399933e-07,2.85930994743586e-06,"TMEM176B"
"ENSG00000164733.20",1538987.59116418,1.49235385642916,0.248308497159447,6.01007969320869,1.85432151589581e-09,2.65630348862642e-08,"CTSB"
"ENSG00000038945.14",37360.6179197817,3.98707513963044,0.766359548091209,5.20261690424704,1.9650167093017e-07,1.87062329693802e-06,"MSR1"
"ENSG00000078674.17",527855.719890346,-0.448897443142075,0.164851627357983,-2.72303919795268,0.00646843826258447,0.0209586551958914,"PCM1"
"ENSG00000092964.17",2330192.05411221,-1.24739031998924,0.187177785373262,-6.66420065555185,2.66109689822117e-11,5.4279792566438e-10,"DPYSL2"
"ENSG00000120885.21",14745715.4695481,1.10647781346185,0.353975628408937,3.12585874466921,0.00177286686149047,0.00671514560355039,"CLU"
"ENSG00000178538.9",77745.3207628305,0.232960931053369,0.512888113464829,0.454213940501751,0.649674850289818,0.838522671014783,"CA8"
"ENSG00000164683.16",178417.32437084,1.75550852829592,0.273947602493973,6.4081908814462,1.47256476686386e-10,2.60511243305272e-09,"HEY1"
"ENSG00000136960.12",637261.745992473,-3.37910741899264,0.713523461117206,-4.73580422107182,2.18188139497429e-06,1.67273064663683e-05,"ENPP2"
"ENSG00000070214.15",832836.275588898,-0.880583031811743,0.515780120193055,-1.70728377720751,0.0877693199258071,0.194212294927535,"SLC44A1"
"ENSG00000198121.13",1037335.86947357,-1.35862142968778,0.694494891185129,-1.95627274862936,0.0504330326389154,0.122471379373131,"LPAR1"
"ENSG00000106976.20",2231728.81483142,-3.99058987531455,0.579248780963203,-6.88925036437506,5.6087153521767e-12,1.29725541488431e-10,"DNM1"
"ENSG00000107130.9",2668941.33160068,-3.25111964257779,0.49910709968507,-6.51387176145001,7.32380293399267e-11,1.37117558034449e-09,"NCS1"
"ENSG00000054148.17",304670.452627281,1.12476480840807,0.217345986076936,5.17499691947349,2.27914741319862e-07,2.13920996821358e-06,"PHPT1"
"ENSG00000107317.12",4718540.72472446,-3.03211599694737,0.435919204825724,-6.95568344633859,3.50856893491374e-12,8.36778465750111e-11,"PTGDS"
"ENSG00000107331.16",3150288.96755766,-3.10367683849993,0.426979451425534,-7.26891382744029,3.623894713106e-13,1.05691231184596e-11,"ABCA2"
"ENSG00000182154.7",475351.69138633,-0.808314839764365,0.343396901559467,-2.35387924612473,0.0185786453089437,0.0524139686055775,"MRPL41"
"ENSG00000046653.14",3371864.5147073,-0.34526290852536,0.389726264187167,-0.885911318410777,0.375665316527499,0.600143959322542,"GPM6B"
"ENSG00000102226.9",1155408.99343129,-1.58685947945798,0.258735881097811,-6.13312491767653,8.61694324207661e-10,1.31755326283177e-08,"USP11"
"ENSG00000102265.11",233959.031412869,3.46894976931732,0.582805979436256,5.95215198833891,2.64639433585256e-09,3.66259791350339e-08,"TIMP1"
"ENSG00000008056.13",1052794.95192586,-4.38655656912988,0.543888702215886,-8.06517317101527,7.31321288463768e-16,3.36816352072363e-14,"SYN1"
"ENSG00000147155.10",78223.6774556632,0.27927703787178,0.257584934223485,1.08421340212962,0.278270190721249,0.48496782164174,"EBP"
"ENSG00000155659.14",74162.5183742203,3.69022146469171,0.823617733228506,4.48050268445094,7.44674432256353e-06,5.04982191249003e-05,"VSIG4"
"ENSG00000089472.16",126798.778151783,-0.488925013059177,0.453847267611499,-1.07728975792294,0.281350836503503,0.48873530383878,"HEPH"
"ENSG00000090776.5",48489.5123305888,1.57226280240326,0.313952153797602,5.00796947364428,5.50072560658388e-07,4.78018080470951e-06,"EFNB1"
"ENSG00000181191.11",219759.978858884,-0.98485180895116,0.248814543466062,-3.958176219251,7.55242309197352e-05,0.000402643948934445,"PJA1"
"ENSG00000090889.11",7454.5986861583,5.02388943344191,0.534107911649213,9.40613183940526,5.14731897791835e-21,4.9630991408139e-19,"KIF4A"
"ENSG00000133169.5",719014.121837524,-1.9156535297324,0.371636027725331,-5.15464967553744,2.54105527877643e-07,2.36438597271251e-06,"BEX1"
"ENSG00000125355.15",79383.6942752145,2.107166551151,0.635292231122702,3.31684608739378,0.000910397542757234,0.00373863877583593,"TMEM255A"
"ENSG00000076716.8",53439.5341867576,0.977330970068533,0.418999523259919,2.33253480210349,0.0196725742861374,0.0550636155777217,"GPC4"
"ENSG00000198753.11",599380.732495333,-1.28707326295764,0.394527058577999,-3.26231936434643,0.00110504573468203,0.00442447646270942,"PLXNB3"
